text,labels
Cool Single 3 225L KDR250S3 Koryo Star Direct Door Refrigerator,O O O O B-mo B-br O O O O
Cool Single 3 225L KDR250S3 Star Direct Door Refrigerator,O O O O B-mo O O O O
"This 2 star LG refrigerator features a double door design and a frosted glass door, offering an energy efficient and convenient storage experience for all your food and beverages",O O O B-br O O O O O O O O O O O O O O O O O O O O O O O O O
"and and star door, a efficient a for offering features LG beverages convenient door storage an and 2 refrigerator This your frosted all double energy design food experience glass",O O O O O O O O O O B-br O O O O O O O O O O O O O O O O O O
"your a and double storage food an convenient LG star features for glass and offering door a 2 frosted beverages all experience door, refrigerator design and energy efficient This",O O O O O O O O B-br O O O O O O O O O O O O O O O O O O O O
"your a and double storage an convenient LG star features for glass and offering door a 2 frosted beverages all experience door, refrigerator design and energy efficient This",O O O O O O O B-br O O O O O O O O O O O O O O O O O O O O
noinput,O
noinput,O
noinput,O
,
"Panasonic 197 L Direct Cool Single Door 2 Star Refrigerator  NR A201BTRN  can cool up to 1.5 times faster than a 2 star fridge, and is energy efficient to help you save money on your power bills",B-br O O O O O O O O O B-mo I-mo O O O O O O O O O O O O O O O O O O O O O O O O O
"NR Star fridge, on a to than you efficient faster help cool Door times 2 power your star money 1.5 Refrigerator A201BTRN Single save energy to L is 197 up can Panasonic Direct bills Cool and 2",B-mo O O O O O O O O O O O O O O O O O O O O I-mo O O O O O O O O O B-br O O O O O
"up Door Direct Single money efficient 2 energy NR and on power bills save times your to Panasonic star than L a Cool 2 is fridge, to 197 faster can help Refrigerator Star A201BTRN cool you 1.5",O O O O O O O O B-mo O O O O O O O O B-br O O O O O O O O O O O O O O O I-mo O O O
"up Door Direct money efficient 2 energy NR and on power bills save times your to Panasonic star than L a Cool 2 is fridge, to 197 faster can help Refrigerator Star A201BTRN cool you 1.5",O O O O O O O B-mo O O O O O O O O B-br O O O O O O O O O O O O O O O I-mo O O O
What type of refrigerator is Videocon 215 L Direct Cool Single Door 5 Star Refrigerator?,O O O O O B-br O O O O O O O O O
Door Cool Videocon refrigerator of What L 215 is Refrigerator? 5 Star Direct Single type,O O B-br O O O O O O O O O O O O
Videocon of Refrigerator? refrigerator Direct 215 is Single Star Door L What Cool 5 type,B-br O O O O O O O O O O O O O O
Videocon of Refrigerator? refrigerator Direct 215 is Single Star Door L What Cool 5,B-br O O O O O O O O O O O O O
"Godrej  and  185 L ,  3 Star",B-br O O O O O O
"and Star Godrej , L 185 3",O O B-br O O O O
"3 185 Godrej Star L , and",O O B-br O O O O
"3 185 Godrej Star L ,",O O B-br O O O
This refrigerator is manufactured by Panasonic and is a 3 star rating,O O O O O B-br O O O O O O
refrigerator manufactured This Panasonic and star is 3 a rating is by,O O O B-br O O O O O O O O
This a by rating Panasonic and manufactured is refrigerator is 3 star,O O O O B-br O O O O O O O
This a by rating and manufactured is refrigerator is 3 star,O O O O O O O O O O O
Haier s 256 L Frost Free Double Door 4 Star Refrigerator  HRB-2764PMG-E  is a great appliance to keep your food and drinks cool and fresh,B-br O O O O O O O O O O B-mo O O O O O O O O O O O O O
is a Refrigerator s to Frost 4 great fresh Double and keep your cool Free 256 food Haier drinks L Door and appliance HRB-2764PMG-E Star,O O O O O O O O O O O O O O O O O B-br O O O O O B-mo O
and keep and to food Haier Frost your is fresh Door 4 Free Refrigerator appliance Double drinks s a HRB-2764PMG-E Star 256 great cool L,O O O O O B-br O O O O O O O O O O O O O B-mo O O O O O
and keep and to food Haier Frost your is fresh Door 4 Free Refrigerator appliance Double drinks s a HRB-2764PMG-E Star great cool L,O O O O O B-br O O O O O O O O O O O O O B-mo O O O O
Voltas Beko 200 L Direct Cool Single Door 3 Star Refrigerator  RDC220C54DBEXXXXXG,B-br I-br O O O O O O O O O O
Voltas Door Single Star Beko RDC220C54DBEXXXXXG 3 Direct Cool 200 Refrigerator L,B-br O O O I-br O O O O O O O
Voltas 200 Beko Door Direct Cool Refrigerator L Star Single RDC220C54DBEXXXXXG 3,B-br O I-br O O O O O O O O O
Voltas Beko Door Direct Cool Refrigerator L Star Single RDC220C54DBEXXXXXG 3,B-br I-br O O O O O O O O O
Electrolux EP242LMDHFB is a 2 star frost free double door refrigerator,B-br O O O O O O O O O O
is refrigerator a EP242LMDHFB door Electrolux frost 2 double star free,O O O O O B-br O O O O O
door EP242LMDHFB Electrolux frost 2 is star refrigerator free a double,O O B-br O O O O O O O O
door EP242LMDHFB Electrolux frost 2 is star refrigerator a double,O O B-br O O O O O O O
Voltas Beko 200 L Direct Cool Single Door 3 Star Refrigerator  RDC220C60,B-br I-br O O O O O O O O O B-mo
L 200 Refrigerator Star RDC220C60 Single Direct Cool Door Voltas 3 Beko,O O O O B-mo O O O O B-br O I-br
Single Beko L RDC220C60 Door Cool Direct Voltas 3 Star Refrigerator 200,O I-br O B-mo O O O B-br O O O O
Beko L RDC220C60 Door Cool Direct Voltas 3 Star Refrigerator 200,I-br O B-mo O O O B-br O O O O
"Koryo KDR210DS3F 3-star Direct Cool single door refrigerator offers ample storage with 190 liters capacity, keeping your food fresh and hygienic",B-br B-mo O O O O O O O O O O O O O O O O O O O
"3-star refrigerator liters offers fresh keeping door hygienic Cool Direct Koryo ample single storage 190 your KDR210DS3F with and capacity, food",O O O O O O O O O O B-br O O O O O B-mo O O O O
"your Cool refrigerator KDR210DS3F storage 190 offers door with keeping liters ample capacity, Direct and hygienic single fresh 3-star food Koryo",O O O B-mo O O O O O O O O O O O O O O O O B-br
"your Cool refrigerator KDR210DS3F 190 offers door with keeping liters ample capacity, Direct and hygienic single fresh 3-star food Koryo",O O O B-mo O O O O O O O O O O O O O O O B-br
Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator  IF278 CNV 2S,B-br O O O O O O O O O B-mo I-mo I-mo
L Refrigerator 2S Frost CNV Whirlpool 265 Free Star IF278 Door Double 2,O O I-mo O I-mo B-br O O O B-mo O O O
Free IF278 CNV Whirlpool L Frost Door Refrigerator 265 2 Star 2S Double,O B-mo I-mo B-br O O O O O O O I-mo O
Free IF278 Whirlpool L Frost Door Refrigerator 265 2 Star 2S Double,O B-mo B-br O O O O O O O I-mo O
LG D 190 L Direct Cool Single Door 4 Star Refrigerator  LG GL D201ABPY,B-br O O O O O O O O O O B-br B-mo I-mo
190 LG D Door Cool Direct GL Star L Refrigerator Single LG D201ABPY 4,O B-br O O O O B-mo O O O O B-br I-mo O
D LG Door GL D201ABPY Star 4 Single L Direct Cool Refrigerator LG 190,O B-br O B-mo I-mo O O O O O O O B-br O
D LG Door D201ABPY Star 4 Single L Direct Cool Refrigerator LG 190,O B-br O I-mo O O O O O O O B-br O
2 Star Energy Saving Direct Cool Refrigerator,O O O O O O O
Cool Star 2 Direct Refrigerator Energy Saving,O O O O O O O
Refrigerator Energy Cool 2 Saving Direct Star,O O O O O O O
Refrigerator Energy Cool 2 Direct Star,O O O O O O
Hitachi 700 L Frost Free French Door Refrigerator  is the text converted into a sentence,B-br O O O O O O O O O O O O O O
the is Hitachi a Frost Door sentence 700 into L French text converted Refrigerator Free,O O B-br O O O O O O O O O O O O
Hitachi the a Frost Free sentence French is text converted L Refrigerator Door 700 into,B-br O O O O O O O O O O O O O O
Hitachi the a Frost Free sentence is text converted L Refrigerator Door 700 into,B-br O O O O O O O O O O O O O
HRB-3404PSG-E  Haier 3 Star Double Door Frost Free Refrigerator. User,B-mo B-br O O O O O O O O
Haier 3 HRB-3404PSG-E Door Free User Frost Double Refrigerator. Star,B-br O B-mo O O O O O O O
HRB-3404PSG-E Double Haier Door Free Refrigerator. Frost Star User 3,B-mo O B-br O O O O O O O
Double Haier Door Free Refrigerator. Frost Star User 3,O B-br O O O O O O O
Godrej RD UNO 2155 PTDI 5 Star Refrigerator,B-br B-mo I-mo I-mo I-mo O O O
RD Star Godrej PTDI Refrigerator 2155 5 UNO,B-mo O B-br I-mo O I-mo O I-mo
Star 2155 Godrej 5 UNO Refrigerator RD PTDI,O I-mo B-br O I-mo O B-mo I-mo
Star 2155 Godrej 5 UNO RD PTDI,O I-mo B-br O I-mo B-mo I-mo
"The LG 260L Frost Free Double Door 4 Star Refrigerator  GL T292RPZX  is a great choice for any home. With a 4 star Energy rating, the fridge will provide a variety of benefits and features for you to take advantage of. It also has a large capacity to accommodate all your food and groceries",O B-br O O O O O O O O B-mo I-mo O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"any for of Star Double capacity choice a accommodate a is all a Door With Energy food variety 4 It of. a large fridge LG 260L to groceries will features you 4 and for take also The has Free and benefits star T292RPZX provide advantage the your home. Refrigerator Frost GL great rating, to",O O O O O O O O O O O O O O O O O O O O O O O O B-br O O O O O O O O O O O O O O O O O I-mo O O O O O O O B-mo O O O
"It advantage provide LG to Refrigerator 4 also Star any the take 260L you a features Frost star benefits of. has T292RPZX will is capacity food fridge 4 accommodate all great The a of rating, a home. With for and and GL to a Door Free groceries Double variety for large your Energy choice",O O O B-br O O O O O O O O O O O O O O O O O I-mo O O O O O O O O O O O O O O O O O O O B-mo O O O O O O O O O O O O
"It advantage provide LG to Refrigerator 4 also Star any the take you a features Frost star benefits of. has T292RPZX will is capacity food fridge 4 accommodate all great The a of rating, a home. With for and and GL to a Door Free groceries Double variety for large your Energy choice",O O O B-br O O O O O O O O O O O O O O O O I-mo O O O O O O O O O O O O O O O O O O O B-mo O O O O O O O O O O O O
MarQ by Flipkart 195 L Direct Cool Single Door 2 Star Refrigerator  MDCR195PG,B-br I-br I-br O O O O O O O O O B-mo
2 Cool Single Star L 195 by Direct MDCR195PG MarQ Door Refrigerator Flipkart,O O O O O O I-br O B-mo B-br O O I-br
Single Direct Star Door Flipkart Refrigerator Cool MarQ 2 MDCR195PG 195 L by,O O O O I-br O O B-br O B-mo O O I-br
Single Direct Star Door Flipkart Refrigerator Cool MarQ 2 195 L by,O O O O I-br O O B-br O O O I-br
Hitachi 443 L Frost Free Double Door 2 Star Refrigerator  R-VG470PND8-GBK,B-br O O O O O O O O O B-mo
Double R-VG470PND8-GBK Hitachi Refrigerator Frost Star Door 443 L 2 Free,O B-mo B-br O O O O O O O O
Double Hitachi 2 Star R-VG470PND8-GBK 443 L Free Refrigerator Frost Door,O B-br O O B-mo O O O O O O
Double Hitachi 2 Star R-VG470PND8-GBK 443 L Free Frost Door,O B-br O O B-mo O O O O O
Croma 307 L Frost Free Double Door 2 Star Refrigerator,B-br O O O O O O O O O
2 Refrigerator 307 Double L Door Star Free Frost Croma,O O O O O O O O O B-br
L Double Door Frost Croma Star 2 307 Free Refrigerator,O O O O B-br O O O O O
L Door Frost Croma Star 2 307 Free Refrigerator,O O O B-br O O O O O
noinput,O
noinput,O
noinput,O
,
"This fridge from Voltas Beko, model number RBM363IF, has 2 stars and is frost free",O O O B-br I-br O O O O O O O O O O
"This from frost has fridge Voltas number RBM363IF, model is and 2 Beko, free stars",O O O O O B-br O O O O O O I-br O O
"number frost model from is 2 This has fridge stars and Voltas free RBM363IF, Beko,",O O O O O O O O O O O B-br O O I-br
"number model from is 2 This has fridge stars and Voltas free RBM363IF, Beko,",O O O O O O O O O O B-br O O I-br
Lifelong 460 L Frost Free Side by Side Refrigerator  LLSBSR460  is a great choice to keep your food and drinks cold and fresh,B-br O O O O O O O O B-mo O O O O O O O O O O O O O
and to drinks food 460 Free Lifelong Refrigerator by Side L a keep and is fresh your Side great choice cold Frost LLSBSR460,O O O O O O B-br O O O O O O O O O O O O O O O B-mo
Refrigerator is Frost Free LLSBSR460 and drinks choice great 460 and a L food by your Side to Side keep cold fresh Lifelong,O O O O B-mo O O O O O O O O O O O O O O O O O B-br
Refrigerator is Frost Free LLSBSR460 and choice great 460 and a L food by your Side to Side keep cold fresh Lifelong,O O O O B-mo O O O O O O O O O O O O O O O O B-br
"noinput  In this text, the brand is Siemens and model number is KG57NAI40I. The text is converted into a meaningful sentence.  Q.  What type of refrigerator brand/model number did you input in this text? A.  noinput",O O O O O O O B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"of In brand/model model this did Siemens noinput is number a The type text, this is KG57NAI40I. number and input text? text converted refrigerator the brand is noinput in sentence. meaningful A. into Q. you What",O O O O O O B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"noinput Siemens number text sentence. you brand/model Q. model text? converted the refrigerator A. of a meaningful this What is number KG57NAI40I. and this input In is text, The in type is into did brand noinput",O B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"noinput Siemens number text sentence. you brand/model Q. model text? converted the refrigerator A. of a meaningful this What is number KG57NAI40I. and this input In is text, The in type into did brand noinput",O B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Godrej 564 L Frost Free Side by Side Refrigerator  RS Eonvelvet 579 RFD PL ST  is a brand and model number of an appliance,B-br O O O O O O O O B-mo I-mo I-mo I-mo I-mo I-mo O O O O O O O O O
by ST Frost 564 Free Godrej number a appliance and Eonvelvet Side Side brand model L of an PL 579 Refrigerator RFD is RS,O I-mo O O O B-br O O O O I-mo O O O O O O O I-mo I-mo O I-mo O B-mo
Godrej 564 Frost RS number model of L ST is PL Side Refrigerator RFD by and Free a brand an Eonvelvet 579 Side appliance,B-br O O B-mo O O O O I-mo O I-mo O O I-mo O O O O O O I-mo I-mo O O
Godrej 564 Frost number model of L ST is PL Side Refrigerator RFD by and Free a brand an Eonvelvet 579 Side appliance,B-br O O O O O O I-mo O I-mo O O I-mo O O O O O O I-mo I-mo O O
"Bosch Frost Free Double Door Refrigerator  KDN42UL30I  offers great cooling and convenience, making it the ideal choice for your kitchen",B-br O O O O O B-mo O O O O O O O O O O O O O
"Bosch great Free convenience, cooling Refrigerator choice and the KDN42UL30I ideal offers Frost Double for Door making your it kitchen",B-br O O O O O O O O B-mo O O O O O O O O O O
"the Bosch Frost Refrigerator ideal making your cooling convenience, Double and for choice kitchen Free offers KDN42UL30I it great Door",O B-br O O O O O O O O O O O O O O B-mo O O O
"the Bosch Frost Refrigerator ideal making cooling convenience, Double and for choice kitchen Free offers KDN42UL30I it great Door",O B-br O O O O O O O O O O O O O B-mo O O O
Panasonic 307 L Frost Free Double Door 3 Star Refrigerator  NRMBG31VSS3,B-br O O O O O O O O O B-mo
Door Free NRMBG31VSS3 3 L Panasonic Star Double Refrigerator Frost 307,O O B-mo O O B-br O O O O O
Frost L Double 307 Free Door Panasonic 3 NRMBG31VSS3 Refrigerator Star,O O O O O O B-br O B-mo O O
L Double 307 Free Door Panasonic 3 NRMBG31VSS3 Refrigerator Star,O O O O O B-br O B-mo O O
Croma 279 L Frost Free Double Door 2 Star Refrigerator  CRLR280FFC259602,B-br O O O O O O O O O B-mo
L 2 Free CRLR280FFC259602 Double Door Croma Star Refrigerator 279 Frost,O O O B-mo O O B-br O O O O
279 L Star Refrigerator Double CRLR280FFC259602 Croma Free 2 Door Frost,O O O O O B-mo B-br O O O O
279 L Star Refrigerator Double CRLR280FFC259602 Croma Free 2 Door,O O O O O B-mo B-br O O O
"br In this text, the brand is Whirlpool and the model number is INV IF340 BM PRO ELT PLUS 2S",O O O O O O O B-br O O O O O B-mo I-mo I-mo I-mo I-mo I-mo I-mo
"BM model IF340 is ELT the is Whirlpool PRO the text, this br In 2S PLUS brand and number INV",I-mo O I-mo O I-mo O O B-br I-mo O O O O O I-mo I-mo O O O B-mo
"and br number the ELT 2S PRO model the is BM this IF340 In brand text, Whirlpool PLUS INV is",O O O O I-mo I-mo I-mo O O O I-mo O I-mo O O O B-br I-mo B-mo O
"and br number the ELT PRO model the is BM this IF340 In brand text, Whirlpool PLUS INV is",O O O O I-mo I-mo O O O I-mo O I-mo O O O B-br I-mo B-mo O
LG 190 L Direct Cool Single Door 5 Star Refrigerator  GL-D201ABEZ  is perfect to keep food fresh for long periods,B-br O O O O O O O O O B-mo O O O O O O O O O
long for L Direct to keep perfect Door 5 fresh is LG food GL-D201ABEZ 190 periods Refrigerator Cool Star Single,O O O O O O O O O O O B-br O B-mo O O O O O O
GL-D201ABEZ Cool Single Star for keep Direct LG Refrigerator food L periods 5 fresh Door 190 long is perfect to,B-mo O O O O O O B-br O O O O O O O O O O O O
GL-D201ABEZ Cool Single Star for keep Direct LG Refrigerator L periods 5 fresh Door 190 long is perfect to,B-mo O O O O O O B-br O O O O O O O O O O O
Voltas 251 L Frost Free Double Door 2 Star Refrigerator  RFF2753ERE  is an energy efficient refrigerator that provides a cool and fresh environment for food storage,B-br O O O O O O O O O B-mo O O O O O O O O O O O O O O O
fresh environment is storage that for L and an Refrigerator a provides 2 Door food Free Frost cool Voltas RFF2753ERE 251 energy efficient Star refrigerator Double,O O O O O O O O O O O O O O O O O O B-br B-mo O O O O O O
an energy for Frost Door storage and a Double Refrigerator cool food 2 provides fresh that Free 251 Voltas efficient environment Star L refrigerator is RFF2753ERE,O O O O O O O O O O O O O O O O O O B-br O O O O O O B-mo
an energy for Frost Door storage and a Refrigerator cool food 2 provides fresh that Free 251 Voltas efficient environment Star L refrigerator is RFF2753ERE,O O O O O O O O O O O O O O O O O B-br O O O O O O B-mo
Bosch 655 L Frost Free Side by Side 5 Star Refrigerator  KAN92LB35I   is a sentence made from the given text,B-br O O O O O O O O O O B-mo O O O O O O O O
655 5 Frost Bosch Side given Side sentence Star Refrigerator KAN92LB35I text made L by the is Free from a,O O O B-br O O O O O O B-mo O O O O O O O O O
Free KAN92LB35I Frost a by the made 5 L from is sentence given Bosch Side 655 Star text Refrigerator Side,O B-mo O O O O O O O O O O O B-br O O O O O O
Free KAN92LB35I Frost a by the made 5 L from is given Bosch Side 655 Star text Refrigerator Side,O B-mo O O O O O O O O O O B-br O O O O O O
Voltas  Beko RDC215BFBEXB Direct Cool Single Door 4 Star Refrigerator,B-br I-br B-mo O O O O O O O
Refrigerator Star RDC215BFBEXB Direct Beko Cool Door Voltas 4 Single,O O B-mo O I-br O O B-br O O
Star Beko Door RDC215BFBEXB Single Cool Direct Refrigerator Voltas 4,O I-br O B-mo O O O O B-br O
Star Beko RDC215BFBEXB Single Cool Direct Refrigerator Voltas 4,O I-br B-mo O O O O B-br O
MarQ by Flipkart 195 L Direct Cool Single Door 2 Star Refrigerator  MDCR195PG,B-br I-br I-br O O O O O O O O O B-mo
Refrigerator Star Door Direct by MDCR195PG L MarQ Flipkart Single Cool 195 2,O O O O I-br B-mo O B-br I-br O O O O
Direct 195 2 Refrigerator Door MarQ Flipkart MDCR195PG Cool Single Star L by,O O O O O B-br I-br B-mo O O O O I-br
Direct 195 2 Refrigerator Door MarQ Flipkart MDCR195PG Cool Single Star by,O O O O O B-br I-br B-mo O O O I-br
The refrigerator is a Siemens 4 star direct cool single door model,O O O O B-br O O O O O O O
refrigerator door model star a single direct cool is Siemens The 4,O O O O O O O O O B-br O O
model a star is door Siemens 4 refrigerator cool direct The single,O O O O O B-br O O O O O O
model a star is Siemens 4 refrigerator cool direct The single,O O O O B-br O O O O O O
"This Croma refrigerator has a 2-star rating, keeping your food fresh and tasty",O B-br O O O O O O O O O O O
"Croma refrigerator 2-star keeping This food a fresh and rating, your has tasty",B-br O O O O O O O O O O O O
"This rating, refrigerator keeping and fresh has a Croma tasty your food 2-star",O O O O O O O O B-br O O O O
"This rating, keeping and fresh has a Croma tasty your food 2-star",O O O O O O O B-br O O O O
Godrej 200 L Direct Cool Single Door 3 Star Refrigerator  RD EDGE 215C 33 TAI,B-br O O O O O O O O O B-mo I-mo I-mo I-mo I-mo
3 Door L Godrej RD 33 Refrigerator 200 Star EDGE Cool Single Direct 215C TAI,O O O B-br B-mo I-mo O O O I-mo O O O I-mo I-mo
Single 33 200 215C TAI L EDGE RD Direct Door Star Cool Refrigerator 3 Godrej,O I-mo O I-mo I-mo O I-mo B-mo O O O O O O B-br
Single 33 200 215C TAI L EDGE RD Direct Door Star Cool 3 Godrej,O I-mo O I-mo I-mo O I-mo B-mo O O O O O B-br
"The Lloyd 200 L Direct Cool Single Door 4 Star Refrigerator  GLDF214SBBS2PB  is a great choice for those who prioritize a cool, reliable and energy-efficient appliance",O B-br O O O O O O O O O B-mo O O O O O O O O O O O O O O
"those Door choice prioritize Star a cool, Cool appliance is for 4 Direct L Refrigerator a great and The reliable who Lloyd energy-efficient Single GLDF214SBBS2PB 200",O O O O O O O O O O O O O O O O O O O O O B-br O O B-mo O
"is L GLDF214SBBS2PB Cool 4 200 those who reliable The Direct energy-efficient a Door a cool, choice Lloyd and for Star prioritize great Refrigerator appliance Single",O O B-mo O O O O O O O O O O O O O O B-br O O O O O O O O
"is L GLDF214SBBS2PB Cool 4 200 those who reliable The Direct energy-efficient Door a cool, choice Lloyd and for Star prioritize great Refrigerator appliance Single",O O B-mo O O O O O O O O O O O O O B-br O O O O O O O O
Videocon 280 L Frost Free Double Door 3 Star Refrigerator  VZ293PECVBHKF   is a refrigerator model,B-br O O O O O O O O O B-mo O O O O
refrigerator Refrigerator 280 a Free 3 Frost model L is Double Star Door Videocon VZ293PECVBHKF,O O O O O O O O O O O O O B-br B-mo
280 refrigerator a VZ293PECVBHKF Free Refrigerator Door Star 3 is L Double Videocon model Frost,O O O B-mo O O O O O O O O B-br O O
280 refrigerator a VZ293PECVBHKF Free Refrigerator Door 3 is L Double Videocon model Frost,O O O B-mo O O O O O O O B-br O O
"Panasonic has released a new refrigerator model, the NRCY550GKXZ, featuring inverter technology for better energy efficiency and reliability",B-br O O O O O O O O O O O O O O O O O
"reliability NRCY550GKXZ, better Panasonic for featuring released inverter and energy a new technology model, refrigerator has efficiency the",O O O B-br O O O O O O O O O O O O O O
"better energy model, and for reliability refrigerator new efficiency NRCY550GKXZ, featuring a inverter released the has technology Panasonic",O O O O O O O O O O O O O O O O O B-br
"better model, and for reliability refrigerator new efficiency NRCY550GKXZ, featuring a inverter released the has technology Panasonic",O O O O O O O O O O O O O O O O B-br
Bosch 636 L Frost Free Side by Side 3 Star Refrigerator  KAD92SB30  is a refrigerator model from Bosch,B-br O O O O O O O O O O B-mo O O O O O B-br
is Star L from Side Free model Bosch Frost Refrigerator 636 refrigerator a Bosch Side KAD92SB30 3 by,O O O O O O O B-br O O O O O B-br O B-mo O O
Bosch 3 Refrigerator Frost 636 Star Bosch Side KAD92SB30 model Free Side a is from by L refrigerator,B-br O O O O O B-br O B-mo O O O O O O O O O
Bosch 3 Refrigerator Frost 636 Bosch Side KAD92SB30 model Free Side a is from by L refrigerator,B-br O O O O B-br O B-mo O O O O O O O O O
Samsung 551 L Frost Free Double Door Top Mount 2 Star Refrigerator is perfect to keep food and drinks cold and fresh,B-br O O O O O O O O O O O O O O O O O O O O O
Double L cold Star Mount and fresh perfect keep Frost Free is and 551 Refrigerator to Door Samsung Top drinks food 2,O O O O O O O O O O O O O O O O O B-br O O O O
2 Star Refrigerator food and Top fresh Free is drinks Samsung 551 Double keep Door L perfect cold to Frost and Mount,O O O O O O O O O O B-br O O O O O O O O O O O
2 Star Refrigerator food and Top Free is drinks Samsung 551 Double keep Door L perfect cold to Frost and Mount,O O O O O O O O O B-br O O O O O O O O O O O
Godrej 210 L Direct Cool Single Door 3 Star Refrigerator  RD EDGEPRO 225C 33 TAF,B-br O O O O O O O O O B-mo I-mo I-mo I-mo I-mo
TAF Door Star 33 Single 3 L Direct EDGEPRO 225C Cool 210 Godrej RD Refrigerator,I-mo O O I-mo O O O O I-mo I-mo O O B-br B-mo O
Godrej 225C 33 3 Direct TAF EDGEPRO L Refrigerator Star Cool Door 210 RD Single,B-br I-mo I-mo O O I-mo I-mo O O O O O O B-mo O
Godrej 33 3 Direct TAF EDGEPRO L Refrigerator Star Cool Door 210 RD Single,B-br I-mo O O I-mo I-mo O O O O O O B-mo O
Voltas 195 L Direct Cool Single Door 3 Star Refrigerator  RDC215CFBSX/EXTH,B-br O O O O O O O O O B-mo
Refrigerator L Direct Cool Voltas Door 195 RDC215CFBSX/EXTH 3 Single Star,O O O O B-br O O B-mo O O O
RDC215CFBSX/EXTH L Star Door 3 Refrigerator Single Cool Voltas 195 Direct,B-mo O O O O O O O B-br O O
L Star Door 3 Refrigerator Single Cool Voltas 195 Direct,O O O O O O O B-br O O
Voltas CHEST FREEZER 500 L Double Door Refrigerator provides ample storage for all your food and beverages,B-br B-mo I-mo O O O O O O O O O O O O O O
FREEZER 500 Voltas CHEST for provides Door and all ample Double Refrigerator storage L beverages food your,I-mo O B-br B-mo O O O O O O O O O O O O O
Refrigerator your ample 500 Double Voltas L CHEST FREEZER all Door provides beverages for storage and food,O O O O O B-br O B-mo I-mo O O O O O O O O
Refrigerator your ample 500 Double Voltas L CHEST FREEZER all Door provides beverages for and food,O O O O O B-br O B-mo I-mo O O O O O O O
b Haier 195 L Direct Cool Single Door 4 Star Refrigerator  HRD 1954CRPE  /b,O B-br O O O O O O O O O B-mo I-mo I-mo
Single Refrigerator /b L b Cool Star 195 4 Door Direct Haier HRD 1954CRPE,O O I-mo O O O O O O O O B-br B-mo I-mo
Refrigerator b 195 HRD /b Direct 1954CRPE Haier Door Cool Single L Star 4,O O O B-mo I-mo O I-mo B-br O O O O O O
Refrigerator b HRD /b Direct 1954CRPE Haier Door Cool Single L Star 4,O O B-mo I-mo O I-mo B-br O O O O O O
"Bosch 618 L Frost Free Side by Side 2 Star Refrigerator  KAN56V40NE   is a meaningful sentence that includes the brand, model number, and star rating",B-br O O O O O O O O O O B-mo O O O O O O O O O O O O O
"Free that star L brand, meaningful Bosch Side Frost the sentence a rating number, and Star includes 2 model KAN56V40NE is Refrigerator Side by 618",O O O O O O B-br O O O O O O O O O O O O B-mo O O O O O
"KAN56V40NE Refrigerator model meaningful L Star rating Frost is star that by Side Bosch and brand, number, the sentence 618 includes Side 2 a Free",B-mo O O O O O O O O O O O O B-br O O O O O O O O O O O
"KAN56V40NE Refrigerator model meaningful L Star rating Frost is star that by Side Bosch and brand, number, the 618 includes Side 2 a Free",B-mo O O O O O O O O O O O O B-br O O O O O O O O O O
Haier HED-1812BKS-E 2 Star Refrigerator,B-br B-mo O O O
HED-1812BKS-E Haier Refrigerator Star 2,B-mo B-br O O O
HED-1812BKS-E 2 Star Refrigerator Haier,B-mo O O O B-br
HED-1812BKS-E 2 Refrigerator Haier,B-mo O O B-br
Bosch 332 L Frost Free Triple Door 3 Star Refrigerator  CMC33S05NI  provides a perfect combination of convenience and reliability,B-br O O O O O O O O O B-mo O O O O O O O O
Frost Free 332 reliability a of L convenience CMC33S05NI 3 Refrigerator Star perfect and Triple Door combination Bosch provides,O O O O O O O O B-mo O O O O O O O O B-br O
of CMC33S05NI 3 L Frost Refrigerator provides 332 Bosch Door and convenience Triple Free reliability combination a Star perfect,O B-mo O O O O O O B-br O O O O O O O O O O
of CMC33S05NI 3 L Frost provides 332 Bosch Door and convenience Triple Free reliability combination a Star perfect,O B-mo O O O O O B-br O O O O O O O O O O
This Electrolux 235 L Frost Free Double Door 2 Star Refrigerator is perfect for any home!,O B-br O O O O O O O O O O O O O O
Star home! Free Double is Door Frost L Electrolux 235 This any for perfect 2 Refrigerator,O O O O O O O O B-br O O O O O O O
Free This Door Star is Electrolux for 235 2 perfect any Refrigerator Double Frost home! L,O O O O O B-br O O O O O O O O O O
Free This Door Star is Electrolux 235 2 perfect any Refrigerator Double Frost home! L,O O O O O B-br O O O O O O O O O
b Realme TechLife 308 L Frost Free Double Door 2 Star Refrigerator  model number: 710JF2RMBG  /b,O B-br I-br O O O O O O O O O O O O O
model 710JF2RMBG Frost L Door Double Realme Star number: TechLife Free Refrigerator 2 b /b 308,O O O O O O B-br O O I-br O O O O O O
Star Free b number: TechLife Frost Refrigerator 2 model Double Realme 308 L Door 710JF2RMBG /b,O O O O I-br O O O O O B-br O O O O O
Star Free b number: TechLife Frost Refrigerator 2 model Double Realme 308 L 710JF2RMBG /b,O O O O I-br O O O O O B-br O O O O
2-star frost-free refrigerator from Voltas,O O O O B-br
